FECHA;EVENTO;LUGAR;MODALIDAD / FORMATO;APERTURA;CIERRE;AFORO;BARRIO;AÑO;MES
24/2/2024;Evento Cultural Tipo Cocktail con música House;Reconquista 46;Recital;24/2/2024 23:30;25/2/2024 07:00;900;SAN NICOLÁS;2024;2
24/2/2024;Verano BA: BA PLAYA;Parque de los Niños;Jornada;24/2/2024 10:00;24/2/2024 20:00;5.000;NUÑEZ;2024;2
24/2/2024;Divididos;Obras Sanitarias de la Nación - Indoors;Recital;24/2/2024 19:00;25/2/2024 01:00;4.980;NUÑEZ;2024;2
25/2/2024;Shows DJ - Fiesta Bresh;GEBA - Jorge Newbery;Fiesta;25/2/2024 00:30;26/2/2024 06:30;7.999;PALERMO;2024;2
25/2/2024;Verano BA: BA PLAYA;Parque de la Ciudad;Jornada;25/2/2024 10:00;25/2/2024 20:00;5.000;VILLA SOLDATI;2024;2
25/2/2024;Paseo Gastronómico;Campo Argentino de Polo;Paseo;25/2/2024 12:00;25/2/2024 15:00;990;PALERMO;2024;2
25/2/2024;Carnaval Porteño 2024 - Pompeya;Av. La Plata entre Fernandez De La Cruz y Av. Caseros;Carnaval;25/2/2024 14:00;26/2/2024 04:00;2.900;NUEVA POMPEYA;2024;2
25/2/2024;Carnaval Porteño 2024 - Villa Pueyrredón;Av. Mosconi e/ Bolivia y Terrada;Carnaval;25/2/2024 14:00;26/2/2024 04:00;8.000;VILLA PUEYRREDON;2024;2
25/2/2024;Carnaval Porteño 2024 - Palermo 2;Plaza Unidad Latinoamericana;Carnaval;25/2/2024 17:00;25/2/2024 23:00;2.900;PALERMO;2024;2
25/2/2024;Carnaval Porteño 2024 - Villa Devoto;Plaza Teniente General Pablo Ricchieri;Carnaval;25/2/2024 17:00;25/2/2024 23:00;8.000;VILLA DEVOTO;2024;2
25/2/2024;Carnaval Porteño 2024 - Mataderos;Av. Alberdi E/ Escalada y Araujo;Carnaval;25/2/2024 18:00;26/2/2024 02:00;8.000;MATADEROS;2024;2
28/2/2024;Paseo Gastronómico;Campo Argentino de Polo;Paseo;28/2/2024 12:00;28/2/2024 15:00;990;PALERMO;2024;2
28/2/2024;Laura Pausini;Movistar Arena;Recital;28/2/2024 19:00;29/2/2024 01:00;11.513;VILLA CRESPO;2024;2
29/2/2024;Paseo Gastronómico;Campo Argentino de Polo;Paseo;29/2/2024 12:00;29/2/2024 15:00;990;PALERMO;2024;2
29/2/2024;Airbag;Estadio Luna Park;Recital;29/2/2024 18:30;29/2/2024 23:30;8.200;SAN NICOLÁS;2024;2
1/3/2024;Bizarren;GEBA - Jorge Newbery;Recital;1/3/2024 18:00;2/3/2024 06:30;15.000;PALERMO;2024;3
1/3/2024;Paseo Gastronómico;Campo Argentino de Polo;Paseo;1/3/2024 12:00;1/3/2024 18:00;990;PALERMO;2024;3
1/3/2024;Airbag;Estadio Luna Park;Recital;1/3/2024 18:30;1/3/2024 23:30;8.200;SAN NICOLÁS;2024;3
1/3/2024;Carrera 1/4 de Milla;Autódromo de la Ciudad de Buenos Aires;Carrera;1/3/2024 20:00;2/3/2024 03:00;1.500;VILLA RIACHUELO;2024;3
2/3/2024;Shows DJ - Fiesta Bresh;GEBA - Jorge Newbery;Fiesta;2/3/2024 23:30;3/3/2024 06:30;7.999;PALERMO;2024;3
2/3/2024;Paseo Gastronómico;Campo Argentino de Polo;Paseo;2/3/2024 12:00;2/3/2024 18:00;990;PALERMO;2024;3
2/3/2024;Sunsetstrip;Ciudad Universitaria - Campo de Deportes;DJ SET;2/3/2024 16:00;3/3/2024 01:00;25.000;BELGRANO;2024;3
2/3/2024;Luck Ra;Estadio Luna Park;Recital;2/3/2024 18:30;3/3/2024 23:30;8.400;SAN NICOLÁS;2024;3
2/3/2024;Milendi;Movistar Arena;Recital;2/3/2024 19:00;3/3/2024 01:00;11.513;VILLA CRESPO;2024;3
2/3/2024;Carrera de Midget;Autódromo de la Ciudad de Buenos Aires;Carrera;2/3/2024 18:00;3/3/2024 02:00;1.000;VILLA RIACHUELO;2024;3
2/3/2024;Cumbia Konex;Konex - Sarmiento 3131;Festival;2/3/2024 23:30;3/3/2024 06:00;2.350;BALVANERA;2024;3
3/3/2024;Paseo Gastronómico;Campo Argentino de Polo;Paseo;3/3/2024 12:00;3/3/2024 18:00;990;PALERMO;2024;3
3/3/2024;Sunsetstrip;Ciudad Universitaria - Campo de Deportes;DJ SET;3/3/2024 16:00;4/3/2024 01:00;25.000;BELGRANO;2024;3
3/3/2024;Luck Ra;Estadio Luna Park;Recital;3/3/2024 18:30;4/3/2024 23:30;6.000;SAN NICOLÁS;2024;3
3/3/2024;Mana;Movistar Arena;Recital;3/3/2024 19:00;4/3/2024 01:00;11.513;VILLA CRESPO;2024;3
5/3/2024;Mana;Movistar Arena;Recital;5/3/2024 19:00;6/3/2024 01:00;11.513;VILLA CRESPO;2024;3
5/3/2024;Luis Miguel (Cena de Gala);La Rural - Salón Amarillo;Recital;5/3/2024 19:00;6/3/2024 03:00;2.998;PALERMO;2024;3
6/3/2024;Paseo Gastronómico;Campo Argentino de Polo;Paseo;6/3/2024 12:00;6/3/2024 15:00;990;PALERMO;2024;3
6/3/2024;Luis Miguel;Campo Argentino de Polo;Recital;6/3/2024 16:00;7/3/2024 01:00;43.628;PALERMO;2024;3
7/3/2024;Paseo Gastronómico;Campo Argentino de Polo;Paseo;7/3/2024 12:00;7/3/2024 15:00;990;PALERMO;2024;3
7/3/2024;"Fiesta Santa María Antonia de San José - ""Santa Mamá Antula""";Salta e/ Avenida Independencia y Estados Unidos;Fiesta;7/3/2024 17:00;8/3/2024 00:00;1.000;SAN CRISTOBAL;2024;3
7/3/2024;Cinco meses de silencio, seamos la voz de quienes no tienen voz;Plaza del Correo;Acto;7/3/2024 18:30;7/3/2024 20:30;1.500;SAN NICOLÁS;2024;3
7/3/2024;Raphael;Movistar Arena;Recital;7/3/2024 19:00;8/3/2024 01:00;11.513;VILLA CRESPO;2024;3
8/3/2024;Paseo Gastronómico;Campo Argentino de Polo;Paseo;8/3/2024 12:00;8/3/2024 18:00;990;PALERMO;2024;3
8/3/2024;Luis Miguel;Campo Argentino de Polo;Recital;8/3/2024 16:00;9/3/2024 01:00;43.628;PALERMO;2024;3
9/3/2024;Shows DJ - Fiesta Bresh;GEBA - Jorge Newbery;Fiesta;9/3/2024 23:30;10/3/2024 06:30;7.999;PALERMO;2024;3
9/3/2024;Paseo Gastronómico;Campo Argentino de Polo;Paseo;9/3/2024 12:00;9/3/2024 18:00;990;PALERMO;2024;3
9/3/2024;Nicki Nicole;Movistar Arena;Recital;9/3/2024 19:00;10/3/2024 01:00;11.513;VILLA CRESPO;2024;3
9/3/2024;3am;C Complejo Art Media;Recital;9/3/2024 19:00;9/3/2024 23:00;4.500;VILLA CRESPO;2024;3
9/3/2024;After - Life;Mandarine Art Park - Punta Carrasco;DJ SET;9/3/2024 20:00;10/3/2024 06:00;19.600;PALERMO;2024;3
9/3/2024;Buenos Aires Cumbia;Obras Sanitarias de la Nación - Exterior;Recital;9/3/2024 19:00;10/3/2024 05:00;9.999;NUÑEZ;2024;3
9/3/2024;Luis Miguel;Campo Argentino de Polo;Recital;9/3/2024 16:00;10/3/2024 01:00;43.628;PALERMO;2024;3
10/3/2024;Flama presenta Carl Cox;Autódromo de la Ciudad de Buenos Aires;DJ SET;10/3/2024 18:00;11/3/2024 06:00;12.000;VILLA RIACHUELO;2024;3
10/3/2024;Paseo Gastronómico;Campo Argentino de Polo;Paseo;10/3/2024 12:00;10/3/2024 15:00;990;PALERMO;2024;3
10/3/2024;Carrera Circuito de las Estaciones de Otoño;Avenida Figueroa Alcorta y Dorrego;Carrera;10/3/2024 07:00;10/3/2024 12:00;3.500;PALERMO;2024;3
10/3/2024;Nicki Nicole;Movistar Arena;Recital;10/3/2024 19:00;11/3/2024 01:00;11.513;VILLA CRESPO;2024;3
10/3/2024;After - Life;Mandarine Art Park - Punta Carrasco;DJ SET;10/3/2024 16:00;11/3/2024 01:00;19.600;PALERMO;2024;3
10/3/2024;Luis Miguel;Campo Argentino de Polo;Recital;10/3/2024 16:00;11/3/2024 01:00;43.628;PALERMO;2024;3
12/3/2024;Carrera por la Inclusión en la Ciudad;Av de los Italianos y Macacha Guemes;Carrera;12/3/2024 00:00;12/3/2024 00:00;700;PUERTO MADERO;2024;3
13/3/2024;Paseo Gastronómico;Campo Argentino de Polo;Paseo;13/3/2024 12:00;13/3/2024 15:00;990;PALERMO;2024;3
14/3/2024;Paseo Gastronómico;Campo Argentino de Polo;Paseo;14/3/2024 12:00;14/3/2024 15:00;990;PALERMO;2024;3
14/3/2024;Rey de Jesús;Movistar Arena;Espectáculo;14/3/2024 07:00;14/3/2024 23:00;11.513;VILLA CRESPO;2024;3
15/3/2024;Paseo Gastronómico;Campo Argentino de Polo;Paseo;15/3/2024 12:00;15/3/2024 18:00;990;PALERMO;2024;3
15/3/2024;Rey de Jesús;Movistar Arena;Espectáculo;15/3/2024 07:00;15/3/2024 23:00;11.513;VILLA CRESPO;2024;3
15/3/2024;Divididos;Obras Sanitarias de la Nación - Indoors;Recital;15/3/2024 19:00;16/3/2024 01:00;4.980;NUÑEZ;2024;3
16/3/2024;Shows DJ - Fiesta Bresh;GEBA - Jorge Newbery;Fiesta;16/3/2024 23:30;17/3/2024 06:30;7.999;PALERMO;2024;3
16/3/2024;Paseo Gastronómico;Campo Argentino de Polo;Paseo;16/3/2024 12:00;16/3/2024 18:00;990;PALERMO;2024;3
16/3/2024;Carrera Midget;Autódromo de la Ciudad de Buenos Aires;Carrera;16/3/2024 18:00;17/3/2024 02:00;1.000;VILLA RIACHUELO;2024;3
16/3/2024;Divididos;Obras Sanitarias de la Nación - Indoors;Recital;16/3/2024 19:00;17/3/2024 01:00;4.980;NUÑEZ;2024;3
17/3/2024;Paseo Gastronómico;Campo Argentino de Polo;Paseo;17/3/2024 12:00;17/3/2024 15:00;990;PALERMO;2024;3
17/3/2024;Carrera de Miguel;Miguel Sánchez y Padre Canavery;Carrera;17/3/2024 07:00;17/3/2024 12:00;2.500;NUÑEZ;2024;3
17/3/2024;Marcha de las Antorchas;Plaza Jose Marti;Acto;17/3/2024 17:00;17/3/2024 21:30;1.000;VILLA LUGANO;2024;3
20/3/2024;Paseo Gastronómico;Campo Argentino de Polo;Paseo;20/3/2024 12:00;20/3/2024 15:00;990;PALERMO;2024;3
21/3/2024;Paseo Gastronómico;Campo Argentino de Polo;Paseo;21/3/2024 12:00;21/3/2024 15:00;990;PALERMO;2024;3
21/3/2024;Parque de Pascuas;Av. Paseo Colón y Av. Independencia;Espectáculo;21/3/2024 01:00;21/3/2024 23:55;5.000;SAN TELMO;2024;3
21/3/2024;BAFA;Plaza Pellegrini;Exposición;21/3/2024 16:00;21/3/2024 20:00;3.000;RETIRO;2024;3
21/3/2024;Parque de Pascuas;Facultad de Derecho de la UBA;Espectáculo;21/3/2024 01:00;21/3/2024 23:55;5.000;RECOLETA;2024;3
21/3/2024;Parque de Pascuas;Parque Centenario;Espectáculo;21/3/2024 01:00;21/3/2024 23:55;5.000;CABALLITO;2024;3
21/3/2024;Parque de Pascuas;Parque de la Innovación;Espectáculo;21/3/2024 01:00;21/3/2024 23:55;5.000;NUÑEZ;2024;3
21/3/2024;Parque de Pascuas;Plazoleta del Obelisco;Espectáculo;21/3/2024 01:00;21/3/2024 23:55;5.000;SAN NICOLÁS;2024;3
22/3/2024;Maria Becerra;Estadio Mas Monumental - River Plate;Recital;22/3/2024 14:00;23/3/2024 01:00;69.000;NUÑEZ;2024;3
22/3/2024;LOS PALMERAS;GEBA - Jorge Newbery;Recital;22/3/2024 20:00;23/3/2024 04:00;4.999;PALERMO;2024;3
22/3/2024;Paseo Gastronómico;Campo Argentino de Polo;Paseo;22/3/2024 12:00;22/3/2024 18:00;990;PALERMO;2024;3
22/3/2024;Parque de Pascuas;Av. Paseo Colón y Av. Independencia;Espectáculo;22/3/2024 01:00;22/3/2024 23:55;5.000;SAN TELMO;2024;3
22/3/2024;Milo J.;Movistar Arena;Recital;22/3/2024 19:00;23/3/2024 01:00;14.635;VILLA CRESPO;2024;3
22/3/2024;Parque de Pascuas;Facultad de Derecho de la UBA;Espectáculo;22/3/2024 01:00;22/3/2024 23:55;5.000;RECOLETA;2024;3
22/3/2024;Parque de Pascuas;Parque Centenario;Espectáculo;22/3/2024 01:00;22/3/2024 23:55;5.000;CABALLITO;2024;3
22/3/2024;Parque de Pascuas;Parque de la Innovación;Espectáculo;22/3/2024 01:00;22/3/2024 23:55;5.000;NUÑEZ;2024;3
22/3/2024;Parque de Pascuas;Plazoleta del Obelisco;Espectáculo;22/3/2024 01:00;22/3/2024 23:55;5.000;SAN NICOLÁS;2024;3
22/3/2024;Airbag;Estadio Luna Park;Recital;22/3/2024 18:30;22/3/2024 23:30;8.200;SAN NICOLÁS;2024;3
23/3/2024;Maria Becerra;Estadio Mas Monumental - River Plate;Recital;23/3/2024 14:00;24/3/2024 01:00;69.000;NUÑEZ;2024;3
23/3/2024;Shows DJ - Fiesta Bresh;GEBA - Jorge Newbery;Fiesta;23/3/2024 23:30;24/3/2024 06:30;7.999;PALERMO;2024;3
23/3/2024;Paseo Gastronómico;Campo Argentino de Polo;Paseo;23/3/2024 12:00;23/3/2024 18:00;990;PALERMO;2024;3
23/3/2024;Parque de Pascuas;Av. Paseo Colón y Av. Independencia;Espectáculo;23/3/2024 01:00;23/3/2024 23:55;5.000;SAN TELMO;2024;3
23/3/2024;Parque de Pascuas;Facultad de Derecho de la UBA;Espectáculo;23/3/2024 01:00;23/3/2024 23:55;5.000;RECOLETA;2024;3
23/3/2024;Marcha por la Vida Argentina;Plaza Italia;Acto;23/3/2024 08:00;23/3/2024 20:00;5.000;PALERMO;2024;3
23/3/2024;Milo J.;Movistar Arena;Recital;23/3/2024 19:00;24/3/2024 01:00;14.635;VILLA CRESPO;2024;3
23/3/2024;Parque de Pascuas;Parque Centenario;Espectáculo;23/3/2024 01:00;23/3/2024 23:55;5.000;CABALLITO;2024;3
23/3/2024;Parque de Pascuas;Parque de la Innovación;Espectáculo;23/3/2024 01:00;23/3/2024 23:55;5.000;NUÑEZ;2024;3
23/3/2024;Parque de Pascuas;Plazoleta del Obelisco;Espectáculo;23/3/2024 01:00;23/3/2024 23:55;5.000;SAN NICOLÁS;2024;3
23/3/2024;Festival en el marco del día de la memoria;Plaza de Mayo;Manifestación;23/3/2024 12:00;24/3/2024 02:00;2.500;MONSERRAT;2024;3
23/3/2024;Zeballos;Obras Sanitarias de la Nación - Indoors;Recital;23/3/2024 19:00;24/3/2024 01:00;4.980;NUÑEZ;2024;3
24/3/2024;Paseo Gastronómico;Campo Argentino de Polo;Paseo;24/3/2024 12:00;24/3/2024 15:00;990;PALERMO;2024;3
24/3/2024;Parque de Pascuas;Av. Paseo Colón y Av. Independencia;Espectáculo;24/3/2024 01:00;24/3/2024 23:55;5.000;SAN TELMO;2024;3
24/3/2024;Milo J.;Movistar Arena;Recital;24/3/2024 19:00;25/3/2024 01:00;14.635;VILLA CRESPO;2024;3
24/3/2024;Parque de Pascuas;Parque Centenario;Espectáculo;24/3/2024 01:00;24/3/2024 23:55;5.000;CABALLITO;2024;3
24/3/2024;Parque de Pascuas;Parque de la Innovación;Espectáculo;24/3/2024 01:00;24/3/2024 23:55;5.000;NUÑEZ;2024;3
24/3/2024;Parque de Pascuas;Plazoleta del Obelisco;Espectáculo;24/3/2024 01:00;24/3/2024 23:55;5.000;SAN NICOLÁS;2024;3
24/3/2024;Dia Nacional de la Memoria por la Verdad y la Justicia;Plaza de Mayo;Manifestación;24/3/2024 10:00;24/3/2024 19:00;50.000;MONSERRAT;2024;3
24/3/2024;Dia Nacional de la Memoria por la Verdad y la Justicia 1;Plaza de Mayo;Manifestación;24/3/2024 07:00;24/3/2024 15:00;40.000;MONSERRAT;2024;3
25/3/2024;Parque de Pascuas;Av. Paseo Colón y Av. Independencia;Espectáculo;25/3/2024 01:00;25/3/2024 23:55;5.000;SAN TELMO;2024;3
25/3/2024;Parque de Pascuas;Facultad de Derecho de la UBA;Espectáculo;25/3/2024 01:00;25/3/2024 23:55;5.000;RECOLETA;2024;3
25/3/2024;Parque de Pascuas;Parque Centenario;Espectáculo;25/3/2024 01:00;25/3/2024 23:55;5.000;CABALLITO;2024;3
25/3/2024;Parque de Pascuas;Parque de la Innovación;Espectáculo;25/3/2024 01:00;25/3/2024 23:55;5.000;NUÑEZ;2024;3
25/3/2024;Parque de Pascuas;Plazoleta del Obelisco;Espectáculo;25/3/2024 01:00;25/3/2024 23:55;5.000;SAN NICOLÁS;2024;3
26/3/2024;Parque de Pascuas;Av. Paseo Colón y Av. Independencia;Espectáculo;26/3/2024 01:00;26/3/2024 23:55;5.000;SAN TELMO;2024;3
26/3/2024;Parque de Pascuas;Facultad de Derecho de la UBA;Espectáculo;26/3/2024 01:00;26/3/2024 23:55;5.000;RECOLETA;2024;3
26/3/2024;Parque de Pascuas;Parque Centenario;Espectáculo;26/3/2024 01:00;26/3/2024 23:55;5.000;CABALLITO;2024;3
26/3/2024;Milo J.;Movistar Arena;Recital;26/3/2024 19:00;27/3/2024 01:00;14.635;VILLA CRESPO;2024;3
26/3/2024;Parque de Pascuas;Parque de la Innovación;Espectáculo;26/3/2024 01:00;26/3/2024 23:55;5.000;NUÑEZ;2024;3
26/3/2024;Parque de Pascuas;Plaza Intendente Seeber;Espectáculo;26/3/2024 15:00;26/3/2024 23:00;1.000;PALERMO;2024;3
26/3/2024;Parque de Pascuas;Plazoleta del Obelisco;Espectáculo;26/3/2024 01:00;26/3/2024 23:55;5.000;SAN NICOLÁS;2024;3
27/3/2024;Paseo Gastronómico;Campo Argentino de Polo;Paseo;27/3/2024 12:00;27/3/2024 15:00;990;PALERMO;2024;3
27/3/2024;Parque de Pascuas;Av. Paseo Colón y Av. Independencia;Espectáculo;27/3/2024 01:00;27/3/2024 23:55;5.000;SAN TELMO;2024;3
27/3/2024;Parque de Pascuas;Facultad de Derecho de la UBA;Espectáculo;27/3/2024 01:00;27/3/2024 23:55;5.000;RECOLETA;2024;3
27/3/2024;Parque de Pascuas;Parque Centenario;Espectáculo;27/3/2024 01:00;27/3/2024 23:55;5.000;CABALLITO;2024;3
27/3/2024;Parque de Pascuas;Parque de la Ciudad;Espectáculo;27/3/2024 11:00;27/3/2024 19:00;5.000;VILLA SOLDATI;2024;3
27/3/2024;Milo J.;Movistar Arena;Recital;27/3/2024 19:00;28/3/2024 01:00;14.635;VILLA CRESPO;2024;3
27/3/2024;Parque de Pascuas;Parque de la Innovación;Espectáculo;27/3/2024 01:00;27/3/2024 23:55;5.000;NUÑEZ;2024;3
27/3/2024;Parque de Pascuas;Plaza Intendente Seeber;Espectáculo;27/3/2024 15:00;27/3/2024 23:00;1.000;PALERMO;2024;3
27/3/2024;Parque de Pascuas;Plazoleta del Obelisco;Espectáculo;27/3/2024 01:00;27/3/2024 23:55;5.000;SAN NICOLÁS;2024;3
28/3/2024;Parque de Pascuas;Av. Paseo Colón y Av. Independencia;Espectáculo;28/3/2024 01:00;28/3/2024 23:55;5.000;SAN TELMO;2024;3
28/3/2024;Paseo Gastronómico;Campo Argentino de Polo;Paseo;28/3/2024 12:00;28/3/2024 15:00;990;PALERMO;2024;3
28/3/2024;Parque de Pascuas;Facultad de Derecho de la UBA;Espectáculo;28/3/2024 01:00;28/3/2024 23:55;5.000;RECOLETA;2024;3
28/3/2024;Parque de Pascuas;Parque Centenario;Espectáculo;28/3/2024 01:00;28/3/2024 23:55;5.000;CABALLITO;2024;3
28/3/2024;Parque de Pascuas;Parque de la Ciudad;Espectáculo;28/3/2024 11:00;28/3/2024 19:00;5.000;VILLA SOLDATI;2024;3
28/3/2024;Parque de Pascuas;Parque de la Innovación;Espectáculo;28/3/2024 01:00;28/3/2024 23:55;5.000;NUÑEZ;2024;3
28/3/2024;Parque de Pascuas;Plaza Intendente Seeber;Espectáculo;28/3/2024 15:00;28/3/2024 23:00;1.000;PALERMO;2024;3
28/3/2024;Parque de Pascuas;Plazoleta del Obelisco;Espectáculo;28/3/2024 01:00;28/3/2024 23:55;5.000;SAN NICOLÁS;2024;3
29/3/2024;Parque de Pascuas;Av. Paseo Colón y Av. Independencia;Espectáculo;29/3/2024 01:00;29/3/2024 23:55;5.000;SAN TELMO;2024;3
29/3/2024;Paseo Gastronómico;Campo Argentino de Polo;Paseo;29/3/2024 12:00;29/3/2024 18:00;990;PALERMO;2024;3
29/3/2024;Parque de Pascuas;Facultad de Derecho de la UBA;Espectáculo;29/3/2024 01:00;29/3/2024 23:55;5.000;RECOLETA;2024;3
29/3/2024;Parque de Pascuas;Parque Centenario;Espectáculo;29/3/2024 01:00;29/3/2024 23:55;5.000;CABALLITO;2024;3
29/3/2024;Parque de Pascuas;Parque de la Ciudad;Espectáculo;29/3/2024 11:00;29/3/2024 19:00;5.000;VILLA SOLDATI;2024;3
29/3/2024;Parque de Pascuas;Parque de la Innovación;Espectáculo;29/3/2024 01:00;29/3/2024 23:55;5.000;NUÑEZ;2024;3
29/3/2024;Parque de Pascuas;Plaza Intendente Seeber;Espectáculo;29/3/2024 15:00;29/3/2024 23:00;1.000;PALERMO;2024;3
29/3/2024;Parque de Pascuas;Plazoleta del Obelisco;Espectáculo;29/3/2024 01:00;29/3/2024 23:55;5.000;SAN NICOLÁS;2024;3
30/3/2024;Shows DJ - Fiesta Bresh;GEBA - Jorge Newbery;Fiesta;30/3/2024 23:30;31/3/2024 06:30;7.999;PALERMO;2024;3
30/3/2024;Parque de Pascuas;Av. Paseo Colón y Av. Independencia;Espectáculo;30/3/2024 01:00;30/3/2024 23:55;5.000;SAN TELMO;2024;3
30/3/2024;Peggy Gou;Mandarine Tent;DJ SET;30/3/2024 23:00;31/3/2024 07:00;4.950;PALERMO;2024;3
30/3/2024;Paseo Gastronómico;Campo Argentino de Polo;Paseo;30/3/2024 12:00;30/3/2024 18:00;990;PALERMO;2024;3
30/3/2024;Parque de Pascuas;Facultad de Derecho de la UBA;Espectáculo;30/3/2024 01:00;30/3/2024 23:55;5.000;RECOLETA;2024;3
30/3/2024;Parque de Pascuas;Parque Centenario;Espectáculo;30/3/2024 01:00;30/3/2024 23:55;5.000;CABALLITO;2024;3
30/3/2024;Parque de Pascuas;Parque de la Ciudad;Espectáculo;30/3/2024 11:00;30/3/2024 19:00;5.000;VILLA SOLDATI;2024;3
30/3/2024;Parque de Pascuas;Parque de la Innovación;Espectáculo;30/3/2024 01:00;30/3/2024 23:55;5.000;NUÑEZ;2024;3
30/3/2024;Evento Comunidad Evangélica;Anfiteatro Parque Lezama;Festival;30/3/2024 12:00;30/3/2024 18:00;1.500;SAN TELMO;2024;3
30/3/2024;Parque de Pascuas;Plaza Intendente Seeber;Espectáculo;30/3/2024 15:00;30/3/2024 23:00;1.000;PALERMO;2024;3
