FECHA;EVENTO;LUGAR;MODALIDAD / FORMATO;APERTURA;CIERRE;AFORO;BARRIO;AÑO;MES
30/3/2024;Parque de Pascuas;Plazoleta del Obelisco;Espectáculo;30/3/2024 01:00;30/3/2024 23:55;5.000;SAN NICOLÁS;2024;3
31/3/2024;Parque de Pascuas;Av. Paseo Colón y Av. Independencia;Espectáculo;31/3/2024 01:00;31/3/2024 23:55;5.000;SAN TELMO;2024;3
31/3/2024;Parque de Pascuas;Facultad de Derecho de la UBA;Espectáculo;31/3/2024 01:00;31/3/2024 23:55;5.000;RECOLETA;2024;3
31/3/2024;Parque de Pascuas;Parque Centenario;Espectáculo;31/3/2024 01:00;31/3/2024 23:55;5.000;CABALLITO;2024;3
31/3/2024;Paseo Gastronómico;Campo Argentino de Polo;Paseo;31/3/2024 12:00;31/3/2024 15:00;990;PALERMO;2024;3
31/3/2024;Parque de Pascuas;Parque de la Ciudad;Espectáculo;31/3/2024 11:00;31/3/2024 19:00;5.000;VILLA SOLDATI;2024;3
31/3/2024;Parque de Pascuas;Parque de la Innovación;Espectáculo;31/3/2024 01:00;31/3/2024 23:55;5.000;NUÑEZ;2024;3
31/3/2024;Parque de Pascuas;Plaza Intendente Seeber;Espectáculo;31/3/2024 15:00;31/3/2024 23:00;1.000;PALERMO;2024;3
31/3/2024;Parque de Pascuas;Plazoleta del Obelisco;Espectáculo;31/3/2024 01:00;31/3/2024 23:55;5.000;SAN NICOLÁS;2024;3
1/4/2024;Shows DJ - Fiesta Bresh;GEBA - Jorge Newbery;Fiesta;1/4/2024 23:30;2/4/2024 06:30;7.999;PALERMO;2024;4
1/4/2024;Parque de Pascuas;Av. Paseo Colón y Av. Independencia;Espectáculo;1/4/2024 01:00;1/4/2024 23:55;5.000;SAN TELMO;2024;4
1/4/2024;Parque de Pascuas;Facultad de Derecho de la UBA;Espectáculo;1/4/2024 01:00;1/4/2024 23:55;5.000;RECOLETA;2024;4
1/4/2024;Parque de Pascuas;Parque Centenario;Espectáculo;1/4/2024 01:00;1/4/2024 23:55;5.000;CABALLITO;2024;4
1/4/2024;Parque de Pascuas;Parque de la Ciudad;Espectáculo;1/4/2024 11:00;1/4/2024 19:00;5.000;VILLA SOLDATI;2024;4
1/4/2024;Parque de Pascuas;Parque de la Innovación;Espectáculo;1/4/2024 01:00;1/4/2024 23:55;5.000;NUÑEZ;2024;4
1/4/2024;Parque de Pascuas;Plaza Intendente Seeber;Espectáculo;1/4/2024 15:00;1/4/2024 23:00;1.000;PALERMO;2024;4
1/4/2024;Parque de Pascuas;Plazoleta del Obelisco;Espectáculo;1/4/2024 01:00;1/4/2024 23:55;5.000;SAN NICOLÁS;2024;4
2/4/2024;Acto Central y bicicleteada en conmemoración por el “Día Mundial y Nacional de Concienciación sobre el Autismo”;Plaza del Vaticano;Bicicleteada;2/4/2024 14:00;2/4/2024 20:00;2.000;SAN NICOLÁS;2024;4
3/4/2024;Paseo Gastronómico;Campo Argentino de Polo;Paseo;3/4/2024 12:00;3/4/2024 15:00;990;PALERMO;2024;4
4/4/2024;Paseo Gastronómico;Campo Argentino de Polo;Paseo;4/4/2024 12:00;4/4/2024 15:00;990;PALERMO;2024;4
4/4/2024;Mon Laferte (el “show”);Movistar Arena;Recital;4/4/2024 19:00;5/4/2024 01:00;11.227;VILLA CRESPO;2024;4
5/4/2024;Paseo Gastronómico;Campo Argentino de Polo;Paseo;5/4/2024 12:00;5/4/2024 18:00;990;PALERMO;2024;4
6/4/2024;Shows DJ - Fiesta Bresh;GEBA - Jorge Newbery;Fiesta;6/4/2024 23:30;7/4/2024 06:30;7.999;PALERMO;2024;4
6/4/2024;Paseo Gastronómico;Campo Argentino de Polo;Paseo;6/4/2024 12:00;6/4/2024 18:00;990;PALERMO;2024;4
6/4/2024;Competencia de Baile Urbano;Plaza República Federativa del Brasil;Espectáculo;6/4/2024 16:00;6/4/2024 20:00;800;RECOLETA;2024;4
6/4/2024;Corona Sunset 2024;Ciudad Universitaria - Campo de Deportes;DJ SET;6/4/2024 16:00;7/4/2024 01:00;4.990;BELGRANO;2024;4
6/4/2024;Emilia Mernes;Movistar Arena;Recital;6/4/2024 19:00;7/4/2024 01:00;11.513;VILLA CRESPO;2024;4
7/4/2024;Paseo Gastronómico;Campo Argentino de Polo;Paseo;7/4/2024 12:00;7/4/2024 15:00;990;PALERMO;2024;4
7/4/2024;Carrera Farmacity;Palermo;Carrera;7/4/2024 07:00;7/4/2024 12:00;5.000;PALERMO;2024;4
7/4/2024;Carrera Fila;Palermo;Carrera;7/4/2024 07:00;7/4/2024 12:00;7.000;PALERMO;2024;4
7/4/2024;Carrera 21k ASICS;Palermo;Carrera;7/4/2024 07:30;7/4/2024 11:30;8.500;PALERMO;2024;4
7/4/2024;Emilia Mernes;Movistar Arena;Recital;7/4/2024 19:00;8/4/2024 01:00;11.513;VILLA CRESPO;2024;4
7/4/2024;Fiesta Patronal Jesús Misericordioso;Parroquia Jesus Misericordioso;Fiesta;7/4/2024 06:00;7/4/2024 22:00;12.000;VILLA URQUIZA;2024;4
10/4/2024;Paseo Gastronómico;Campo Argentino de Polo;Paseo;10/4/2024 12:00;10/4/2024 15:00;990;PALERMO;2024;4
11/4/2024;Paseo Gastronómico;Campo Argentino de Polo;Paseo;11/4/2024 12:00;11/4/2024 15:00;990;PALERMO;2024;4
11/4/2024;Dante Gebel;Movistar Arena;Conferencia;11/4/2024 18:30;12/4/2024 01:00;11.513;VILLA CRESPO;2024;4
12/4/2024;Paseo Gastronómico;Campo Argentino de Polo;Paseo;12/4/2024 12:00;12/4/2024 18:00;990;PALERMO;2024;4
12/4/2024;Virus;Movistar Arena;Recital;12/4/2024 19:00;13/4/2024 01:00;11.513;VILLA CRESPO;2024;4
13/4/2024;Shows DJ - Fiesta Bresh;GEBA - Jorge Newbery;Fiesta;13/4/2024 23:30;14/4/2024 06:30;7.999;PALERMO;2024;4
13/4/2024;Paseo Gastronómico;Campo Argentino de Polo;Paseo;13/4/2024 12:00;13/4/2024 18:00;990;PALERMO;2024;4
13/4/2024;Megadeth;Movistar Arena;Recital;13/4/2024 17:00;14/4/2024 01:00;13.319;VILLA CRESPO;2024;4
14/4/2024;Paseo Gastronómico;Campo Argentino de Polo;Paseo;14/4/2024 12:00;14/4/2024 15:00;990;PALERMO;2024;4
14/4/2024;Megadeth;Movistar Arena;Recital;14/4/2024 17:00;15/4/2024 01:00;13.319;VILLA CRESPO;2024;4
15/4/2024;Tom Jones;Movistar Arena;Recital;15/4/2024 19:00;16/4/2024 01:00;11.513;VILLA CRESPO;2024;4
16/4/2024;Megadeth;Movistar Arena;Recital;16/4/2024 17:00;17/4/2024 01:00;13.319;VILLA CRESPO;2024;4
17/4/2024;Paseo Gastronómico;Campo Argentino de Polo;Paseo;17/4/2024 12:00;17/4/2024 15:00;990;PALERMO;2024;4
17/4/2024;NTVG;Estadio José Amalfitani - Velez Sarsfield;Recital;17/4/2024 16:00;17/4/2024 01:00;45.585;LINIERS;2024;4
18/4/2024;Paseo Gastronómico;Campo Argentino de Polo;Paseo;18/4/2024 12:00;18/4/2024 15:00;990;PALERMO;2024;4
18/4/2024;Fiesta Patronal San Expedito;Parroquia Nuestra Señora de Balvanera / Santuario San Expedito;Fiesta;18/4/2024 10:00;18/4/2024 23:59;1.000;BALVANERA;2024;4
19/4/2024;Paseo Gastronómico;Campo Argentino de Polo;Paseo;19/4/2024 12:00;19/4/2024 18:00;990;PALERMO;2024;4
19/4/2024;Camelphat;Mandarine Tent;DJ SET;19/4/2024 23:00;24/4/2024 07:00;4.950;PALERMO;2024;4
19/4/2024;El Cumbión de la Delio;Obras Sanitarias de la Nación - Exterior;Recital;19/4/2024 19:00;20/4/2024 05:00;9.999;NUÑEZ;2024;4
19/4/2024;Fiesta Patronal San Expedito;Parroquia Nuestra Señora de Balvanera / Santuario San Expedito;Fiesta;19/4/2024 10:00;19/4/2024 23:30;1.000;BALVANERA;2024;4
19/4/2024;Día Internacional de las Buenas Acciones;Ministerio de Desarrollo Humano y Hábitat;Festival;19/4/2024 12:00;19/4/2024 17:00;1.000;VILLA LUGANO;2024;4
19/4/2024;Emilia Mernes;Movistar Arena;Recital;19/4/2024 19:00;20/4/2024 01:00;11.513;VILLA CRESPO;2024;4
20/4/2024;Shows DJ - Fiesta Bresh;GEBA - Jorge Newbery;Fiesta;20/4/2024 23:30;21/4/2024 06:30;7.999;PALERMO;2024;4
20/4/2024;Paseo Gastronómico;Campo Argentino de Polo;Paseo;20/4/2024 12:00;20/4/2024 18:00;990;PALERMO;2024;4
20/4/2024;Festival 79 años Telam, defensa de los medios públicos;Plaza del Congreso;Festival;20/4/2024 14:00;20/4/2024 22:00;2.000;MONSERRAT;2024;4
20/4/2024;Emilia Mernes;Movistar Arena;Recital;20/4/2024 19:00;21/4/2024 01:00;11.513;VILLA CRESPO;2024;4
20/4/2024;Las Pastillas del Abuelo;Estadio Arquitecto Ricardo Etcheverri - Ferro Carril Oeste;Recital;20/4/2024 19:00;21/4/2024 01:00;32.610;CABALLITO;2024;4
20/4/2024;Monumento bajo las estrellas;Plaza Sicilia;Festival;20/4/2024 19:00;20/4/2024 23:00;2.000;PALERMO;2024;4
20/4/2024;Deborah de Luca + Anhauser;Moscú - Av. Rafael Obligado 6151;DJ SET;20/4/2024 23:00;25/4/2024 06:00;4.900;PALERMO;2024;4
20/4/2024;Divididos;Obras Sanitarias de la Nación - Indoors;Recital;20/4/2024 19:00;21/4/2024 01:00;4.980;NUÑEZ;2024;4
21/4/2024;Paseo Gastronómico;Campo Argentino de Polo;Paseo;21/4/2024 12:00;21/4/2024 15:00;990;PALERMO;2024;4
21/4/2024;Emilia Mernes;Movistar Arena;Recital;21/4/2024 19:00;22/4/2024 01:00;11.513;VILLA CRESPO;2024;4
23/4/2024;Emilia Mernes;Movistar Arena;Recital;23/4/2024 19:00;24/4/2024 01:00;11.513;VILLA CRESPO;2024;4
24/4/2024;Paseo Gastronómico;Campo Argentino de Polo;Paseo;24/4/2024 12:00;24/4/2024 15:00;990;PALERMO;2024;4
25/4/2024;Paseo Gastronómico;Campo Argentino de Polo;Paseo;25/4/2024 12:00;25/4/2024 15:00;990;PALERMO;2024;4
25/4/2024;Jonas Brothers;Movistar Arena;Recital;25/4/2024 19:00;26/4/2024 01:00;13.953;VILLA CRESPO;2024;4
26/4/2024;Paseo Gastronómico;Campo Argentino de Polo;Paseo;26/4/2024 12:00;26/4/2024 18:00;990;PALERMO;2024;4
26/4/2024;Karol G;Estadio José Amalfitani - Velez Sarsfield;Recital;26/4/2024 17:00;27/4/2024 01:00;45.498;LINIERS;2024;4
26/4/2024;Jonas Brothers;Movistar Arena;Recital;26/4/2024 19:00;27/4/2024 01:00;13.953;VILLA CRESPO;2024;4
27/4/2024;Shows DJ - Fiesta Bresh;GEBA - Jorge Newbery;Fiesta;27/4/2024 23:30;28/4/2024 06:30;7.999;PALERMO;2024;4
27/4/2024;Mariano Mellino;Mandarine Tent;DJ SET;27/4/2024 17:00;28/4/2024 00:00;4.950;PALERMO;2024;4
27/4/2024;Paseo Gastronómico;Campo Argentino de Polo;Paseo;27/4/2024 12:00;27/4/2024 18:00;990;PALERMO;2024;4
27/4/2024;Karol G;Estadio José Amalfitani - Velez Sarsfield;Recital;27/4/2024 17:00;28/4/2024 01:00;45.498;LINIERS;2024;4
27/4/2024;Jonas Brothers;Movistar Arena;Recital;27/4/2024 19:00;28/4/2024 01:00;13.953;VILLA CRESPO;2024;4
28/4/2024;Mariano Mellino;Mandarine Tent;DJ SET;28/4/2024 17:00;29/4/2024 00:00;4.950;PALERMO;2024;4
28/4/2024;Paseo Gastronómico;Campo Argentino de Polo;Paseo;28/4/2024 12:00;28/4/2024 15:00;990;PALERMO;2024;4
28/4/2024;Carrera Maratana;Avenida Figueroa Alcorta y Dorrego;Carrera;28/4/2024 08:00;28/4/2024 11:30;6.000;PALERMO;2024;4
29/4/2024;ENDEAVOR;Movistar Arena;Charla;29/4/2024 19:00;30/4/2024 01:00;11.581;VILLA CRESPO;2024;4
1/5/2024;Roberto Carlos;Movistar Arena;Recital;1/5/2024 19:00;2/5/2024 01:00;11.581;VILLA CRESPO;2024;5
1/5/2024;Mr. Big/Sebastian Bach;Obras Sanitarias de la Nación - Indoors;Recital;1/5/2024 18:00;2/5/2024 00:30;4.980;NUÑEZ;2024;5
4/5/2024;Ritchie Hawtin;GEBA - Jorge Newbery;DJ SET;4/5/2024 21:00;5/5/2024 06:00;9.999;PALERMO;2024;5
4/5/2024;Los Perez Garcia;Obras Sanitarias de la Nación - Indoors;Recital;4/5/2024 19:00;5/5/2024 01:00;4.980;NUÑEZ;2024;5
4/5/2024;24hs de Ciclismo;Parque Sarmiento;Bicicleteada;4/5/2024 00:01;4/5/2024 23:59;1.000;SAAVEDRA;2024;5
5/5/2024;Carrera Unión Europea 15k BSAS RUN 2024;Palermo;Carrera;5/5/2024 07:00;5/5/2024 12:00;6.000;PALERMO;2024;5
5/5/2024;David Lebon;Movistar Arena;Recital;5/5/2024 19:00;6/5/2024 01:00;11.581;VILLA CRESPO;2024;5
5/5/2024;24hs de Ciclismo;Parque Sarmiento;Bicicleteada;5/5/2024 00:01;5/5/2024 23:59;1.000;SAAVEDRA;2024;5
6/5/2024;Fiesta Fa;Obras Sanitarias de la Nación - Indoors;Recital;6/5/2024 20:00;7/5/2024 03:00;4.980;NUÑEZ;2024;5
8/5/2024;Retail Day;Centro de Convenciones;;8/5/2024 00:00;8/5/2024 00:00;8.000;RECOLETA;2024;5
9/5/2024;Ana Gabriel;Movistar Arena;Recital;9/5/2024 19:00;10/5/2024 01:00;11.581;VILLA CRESPO;2024;5
9/5/2024;KOOL & THE GANG + VILLAGE PEOPLE;Estadio Luna Park;;9/5/2024 19:30;9/5/2024 00:00;8.000;SAN NICOLÁS;2024;5
10/5/2024;Ruben Rada;Estadio Luna Park;;10/5/2024 00:00;10/5/2024 00:00;8.000;SAN NICOLÁS;2024;5
10/5/2024;50°Aniversario fallecimiento P. Carlos Mugica;Parroquia Cristo Obrero;Acto;10/5/2024 18:00;11/5/2024 00:00;1.000;RETIRO;2024;5
10/5/2024;Luciano Pereyra;Movistar Arena;Recital;10/5/2024 19:00;11/5/2024 01:00;11.513;VILLA CRESPO;2024;5
11/5/2024;Kevin de Vries;Mandarine Tent;DJ SET;11/5/2024 17:00;12/5/2024 00:00;4.950;PALERMO;2024;5
11/5/2024;CAROLINA HERRERA 212 NYC RUN 2024;Av. De los Italianos, entre Macacha Güemes y Marta Lynch;Carrera;11/5/2024 17:30;11/5/2024 20:30;2.200;PUERTO MADERO;2024;5
11/5/2024;Luciano Pereyra;Movistar Arena;Recital;11/5/2024 19:00;12/5/2024 01:00;11.513;VILLA CRESPO;2024;5
11/5/2024;Performance de danza y Música by Bresh;GEBA - Jorge Newbery;Fiesta;11/5/2024 23:30;12/5/2024 06:30;7.999;PALERMO;2024;5
12/5/2024;"Fiesta Patronal ""Ntra. Sra. de Luján de los Patriotas""";Av. Emilio Castro e/ Carhue y Andalaga;Fiesta;12/5/2024 10:30;12/5/2024 13:00;1.000;MATADEROS;2024;5
12/5/2024;50°Aniversario fallecimiento P. Carlos Mugica;Plaza General San Martín;Acto;12/5/2024 11:00;13/5/2024 17:00;10.000;RETIRO;2024;5
12/5/2024;Dread Mar I;Movistar Arena;Recital;12/5/2024 19:00;13/5/2024 01:00;14.703;VILLA CRESPO;2024;5
13/5/2024;La Konga;Movistar Arena;Recital;13/5/2024 19:00;14/5/2024 01:00;11.581;VILLA CRESPO;2024;5
14/5/2024;La Konga;Movistar Arena;Recital;14/5/2024 19:00;15/5/2024 01:00;11.581;VILLA CRESPO;2024;5
15/5/2024;La Konga;Movistar Arena;Recital;15/5/2024 19:00;16/5/2024 01:00;11.581;VILLA CRESPO;2024;5
16/5/2024;Luck Ra;Movistar Arena;Recital;16/5/2024 19:00;17/5/2024 01:00;11.581;VILLA CRESPO;2024;5
16/5/2024;DÍA DEL RECICLAJE;Plaza de la República;Capacitación;16/5/2024 07:00;16/5/2024 07:00;5.000;SAN NICOLÁS;2024;5
17/5/2024;Luck Ra;Movistar Arena;Recital;17/5/2024 19:00;18/5/2024 01:00;11.581;VILLA CRESPO;2024;5
17/5/2024;DÍA DEL RECICLAJE;Plaza de la República;Capacitación;17/5/2024 07:00;17/5/2024 07:00;5.000;SAN NICOLÁS;2024;5
18/5/2024;Performance de danza y Música by Bresh;GEBA - Roel Mora;Fiesta;18/5/2024 23:30;19/5/2024 06:30;2.400;PALERMO;2024;5
18/5/2024;Louis Tomlinson;Estadio José Amalfitani - Velez Sarsfield;Recital;18/5/2024 13:00;19/5/2024 01:00;30.000;LINIERS;2024;5
18/5/2024;La Beriso;Movistar Arena;Recital;18/5/2024 19:00;19/5/2024 01:00;14.635;VILLA CRESPO;2024;5
18/5/2024;Nuestro Romance;Obras Sanitarias de la Nación - Indoors;Recital;18/5/2024 19:00;19/5/2024 02:00;4.980;NUÑEZ;2024;5
18/5/2024;DÍA DEL RECICLAJE;Plaza de la República;Capacitación;18/5/2024 07:00;18/5/2024 07:00;5.000;SAN NICOLÁS;2024;5
19/5/2024;The Distinguished Gentleman´s Ride (11° edición del DGR BUENOS AIRES 2024);Facultad de Derecho de la UBA;Jornada;19/5/2024 08:30;19/5/2024 14:30;3.500;RECOLETA;2024;5
19/5/2024;Ceremonia de Vesak o Baño de Buda;Arribeños y Av. Olazábal;Encuentro;19/5/2024 12:00;19/5/2024 18:00;10.000;BELGRANO;2024;5
20/5/2024;La Konga;Movistar Arena;Recital;20/5/2024 19:00;22/5/2024 01:00;11.581;VILLA CRESPO;2024;5
22/5/2024;Justin Quiles;Movistar Arena;Recital;22/5/2024 19:00;23/5/2024 01:00;14.703;VILLA CRESPO;2024;5
24/5/2024;Cultura Profética;Movistar Arena;Recital;24/5/2024 19:00;25/5/2025 01:00;14.703;VILLA CRESPO;2024;5
24/5/2024;Festejo Patrio Comunitario - Ntra. Sra. de las Nieves;Ventura Bosch entre las calles Lisandro de la Torre y Martiniano Leguizamón;Fiesta;24/5/2024 16:00;25/5/2024 00:00;1.200;LINIERS;2024;5
25/5/2024;Performance de danza y Música by Bresh;GEBA - Roel Mora;Fiesta;25/5/2024 23:30;26/5/2024 06:30;2.400;PALERMO;2024;5
25/5/2024;Miss Monique;Mandarine Tent;DJ SET;25/5/2024 17:00;26/5/2024 00:00;4.950;PALERMO;2024;5
25/5/2024;Carrera Fiestas Mayas;Av. Figueroa Alcorta entre Monroe y Juramento;Carrera;25/5/2024 08:00;25/5/2024 12:00;12.000;PALERMO;2024;5
25/5/2024;LA VELA PUERCA;Movistar Arena;Recital;25/5/2024 19:00;26/5/2024 01:00;14.703;VILLA CRESPO;2024;5
26/5/2024;Emilia Mernes;Movistar Arena;Recital;26/5/2024 19:00;26/5/2024 01:00;11.513;VILLA CRESPO;2024;5
26/5/2024;Celebra Europa 2024;Av. de Mayo e/ Bolivar y Bernardo de Irigoyen;Fiesta;26/5/2024 11:00;26/5/2024 19:00;10.000;MONSERRAT;2024;5
28/5/2024;The Calling;GEBA - Roel Mora;Recital;28/5/2024 20:00;28/5/2024 23:00;2.200;PALERMO;2024;5
28/5/2024;Premios Gardel;Movistar Arena;Acto;28/5/2024 19:00;29/5/2024 01:00;10.935;VILLA CRESPO;2024;5
29/5/2024;Emilia Mernes;Movistar Arena;Recital;29/5/2024 19:00;30/5/2024 01:00;11.513;VILLA CRESPO;2024;5
30/5/2024;Emilia Mernes;Movistar Arena;Recital;30/5/2024 19:00;31/5/2024 01:00;11.513;VILLA CRESPO;2024;5
31/5/2024;Emilia Mernes;Movistar Arena;Recital;31/5/2024 19:00;1/6/2024 01:00;11.513;VILLA CRESPO;2024;5
1/6/2024;Solemnidad de Corpus Christi;Plaza de Mayo;Procesión;1/6/2024 09:00;1/6/2024 18:00;5.000;MONSERRAT;2024;6
6/6/2024;Exóticos en Argentina;Club Hípico Argentino;Exhibición;6/6/2024 11:00;6/6/2024 19:00;9.990;NUÑEZ;2024;6
8/6/2024;Camila;Movistar Arena;Recital;8/6/2024 19:00;8/6/2024 01:00;11.533;VILLA CRESPO;2024;6
8/6/2024;Massano;Mandarine Tent;DJ SET;8/6/2024 23:00;9/6/2024 07:00;5.000;PALERMO;2024;6
8/6/2024;Performance de danza y Música by Bresh;GEBA - Roel Mora;Fiesta;8/6/2024 23:30;9/6/2024 06:30;2.400;PALERMO;2024;6
14/6/2024;Babasónicos;Movistar Arena;Recital;14/6/2024 19:00;15/6/2024 01:00;14.635;VILLA CRESPO;2024;6
15/6/2024;Babasónicos;Movistar Arena;Recital;15/6/2024 19:00;16/6/2024 01:00;14.635;VILLA CRESPO;2024;6
15/6/2024;Shows DJ - Fiesta Bresh;Mandarine Tent;Fiesta;15/6/2024 23:00;16/6/2024 07:00;5.000;PALERMO;2024;6
15/6/2024;Wasabi;GEBA - Roel Mora;Recital;15/6/2024 23:30;16/5/2024 06:30;2.000;PALERMO;2024;6
16/6/2024;El Mato un Policia Motorizado;Movistar Arena;Recital;16/6/2024 19:00;17/6/2024 01:00;14.703;VILLA CRESPO;2024;6
18/6/2024;Miranda;Movistar Arena;Recital;18/6/2024 19:00;19/6/2024 01:00;11.003;VILLA CRESPO;2024;6
19/6/2024;Dia de la bandera;Teatro Colón;Jornada;19/6/2024 09:50;19/6/2024 11:15;1.800;SAN NICOLÁS;2024;6
20/6/2024;YSY A;Mandarine Art Park - Punta Carrasco;Recital;20/6/2024 17:00;20/6/2024 22:00;20.000;SAAVEDRA;2024;6
20/6/2024;Miranda;Movistar Arena;Recital;20/6/2024 19:00;24/6/2024 01:00;14.003;VILLA CRESPO;2024;6
21/6/2024;Miranda;Movistar Arena;Recital;21/6/2024 19:00;22/6/2024 01:00;14.003;VILLA CRESPO;2024;6
22/6/2024;Miranda;Movistar Arena;Recital;22/6/2024 19:00;23/6/2024 01:00;14.003;VILLA CRESPO;2024;6
22/6/2024;Los Caballeros de la Quema;Obras Sanitarias de la Nación - Indoors;Recital;22/6/2024 19:00;23/6/2024 01:00;5.000;NUÑEZ;2024;6
22/6/2024;Amelie Lens;Mandarine Tent;DJ SET;22/6/2024 23:00;23/6/2024 07:00;5.000;PALERMO;2024;6
22/6/2024;Performance de danza y Música by Bresh;GEBA - Roel Mora;Fiesta;22/6/2024 23:30;23/6/2024 06:30;2.400;PALERMO;2024;6
25/6/2024;Rawayana;Obras Sanitarias de la Nación - Indoors;Recital;25/6/2024 19:00;26/6/2024 01:00;5.000;NUÑEZ;2024;6
29/6/2024;Fiesta de San Juan;Parroquia Virgen de los Milagros de Caacupé – Barrio 21-24;Fiesta;29/6/2024 10:00;30/6/2024 00:00;2.000;BARRACAS;2024;6
29/6/2024;Ferias de las Parrillas;Parque de Mataderos;Feria;29/6/2024 11:00;29/6/2024 18:00;50.000;MATADEROS;2024;6
29/6/2024;Secret Garden;Rosedal de Palermo;Exhibición;29/6/2024 18:30;30/6/2024 01:00;5.000;PALERMO;2024;6
29/6/2024;Performance de danza y Música by Bresh;GEBA - Roel Mora;Fiesta;29/6/2024 23:30;30/6/2024 06:30;2.400;PALERMO;2024;6
